25			
25
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
4	4	4	4	4	4	4	14	11	4	4	4	4	4	14	8	4	4	14	11	4	4	4	4	4
2	2	2	2	2	2	2	12	9	2	2	2	2	2	12	9	2	2	12	9	2	2	2	2	2
0	0	0	0	0	0	0	3	1	0	0	0	0	0	3	1	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	3	1	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	3	4	4	4	14	11	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	3	2	2	2	12	5	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	3	1	0	0	3	1	0	0	3	1	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	3	1	0	0	3	1	4	4	4	1	0	0	0	0	0
0	0	0	0	0	0	0	7	11	4	4	1	0	0	2	2	2	2	2	1	0	0	0	0	0
0	0	0	0	0	0	0	12	9	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	4	4	4	4	4	4	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	2	2	2	2	2	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
